osnapitzari;139;38800000.0;925,693,311;167500000.0;4,413;67475893;67475893;45194;41432
EnriqueIglesiasPlay;390;18400000.0;798,971,546;14700000.0;269;14228603;14228603;5920;647
LuisFonsiVivo;74;26500000.0;18,109,040;8900000.0;3,985;9584081;9584081;11025;2658
TheMrkate;166;17700000.0;2,300,208,644;924800.0;4,960;85194;85194;20613;16078
Matroix;3,305;16500000.0;4,784,519,044;2600000.0;692;2487309;2487309;54976;55698
DisneyMusicVEVO;998;16399999.999999998;10,074,895,412;1700000.0;3,914;430524;430524;10187;1467
portadosfundos;1,247;16200000.0;5,342,682,009;1800000.0;3,465;1781664;1781664;9191;2645
postmalone;30;15900000.0;1,397,826,697;18800000.0;925;5581400;5581400;7747;18017
CharliesVlogs;85;15800000.0;6,077,457,619;13900000.0;65;3012561;3012561;358;2722
netdmuzikk;11,353;15500000.0;32,438,396,821;381300.0;2,213;10805;10805;2434;959
GoldminesTelefilms;510;29300000.0;5,228,782,094;6,503;107;9296;9296;7138;654
Maroon5;154;28100000.0;273,876,056;7400000.0;1,136;14772406;14772406;6924;5608
IISuperwomanII;780;14900000.0;3,184,837,900;9100000.0;4,350;5793138;5793138;40463;8976
Vsauce;--;29700000.0;--;544600.0;997;1162037;1162037;6045;14792
OfficialClashOfClans;348;14800000.0;2,075,805,924;5400000.0;401;4381224;4381224;9500;3827
wroetoshaw;650;14700000.0;4,241,136,976;2600000.0;65;2784161;2784161;40593;9128
canalnoventa;333;14600000.0;1,723,233,658;79300.0;410;35300;35300;4322;6060
aynakoitsroi;1,407;14600000.0;6,365,274,315;1400000.0;818;519201;519201;7931;1381
Rclbeauty101;423;14400000.0;3,506,417,557;3400000.0;1,383;3528534;3528534;9482;85488
mariliamendoncareal;86;14200000.0;8,807,392,782;23900000.0;2,913;3714674;3714674;22869;4813
movieclips;34,507;30900000.0;28,854,173,940;47200.0;723;43182;43182;18077;2164
JFlaMusic;241;13700000.0;2,500,613,097;711100.0;243;44960;44960;4497;5855
JbalvinTube;43;22700000.0;117,359,090;34600000.0;12000.0;6672562;6672562;30503;77
EnriqueIglesiasPlay;390;18400000.0;798,971,546;14700000.0;269;14228603;14228603;5920;647
DisneyChannelLA;3,823;13300000.0;9,360,655,576;3900000.0;1,210;364423;364423;1814;1625
OfficialTrapCity;1,856;13200000.0;3,690,986,305;266700.0;703;60989;60989;3216;2173
NickiMinajTelevision;20;19900000.0;91,868,969;108200000.0;6,034;20568656;20568656;42290;85109
MartinGarrix;128;13000000.0;3,909,894,419;17200000.0;2,988;8890801;8890801;16591;8903
jquintanac5;359;13000000.0;1,512,087,674;204800.0;31;94563;94563;4407;14761
GMANETWORK;79,421;12800000.0;13,403,064,605;1300000.0;30300.0;1171638;1171638;208301;7105
majorlazer;293;12700000.0;6,783,296,065;3700000.0;178;1946379;1946379;16159;5074
AnittaOficial;55;12700000.0;4,153,757,998;42600000.0;4,012;9547616;9547616;47679;1968
KurtHugoSchneider;511;12500000.0;3,094,955,660;521600.0;2,338;288281;288281;7961;2952
NikkieTutorials;757;12300000.0;1,153,718,900;12700000.0;3,127;1781182;1781182;48230;593
JasonDerulo;259;11900000.0;5,906,550,862;5000000.0;220;3858731;3858731;15357;2433
gordonramsay;799;11800000.0;2,003,249,345;7600000.0;3,650;7291671;7291671;22410;476
djzoi0;392;11300000.0;740,463,719;2600000.0;1,638;286012;286012;6175;6453
euficoloko;898;11200000.0;1,001,423,923;7600000.0;1,366;4610970;4610970;4146;7327
qzMendShawqz;88;24200000.0;291,452,772;53900000.0;2,211;24122199;24122199;14912;7042
sarawijayanto;888;11200000.0;1,708,605,460;736500.0;3,298;155468;155468;38153;3157
TRANS7indonesia;48,480;10700000.0;4,412,433,310;1000000.0;8,571;5531661;5531661;98391;2415
PrankvsPrank;255;10600000.0;2,109,777,607;1900000.0;1,066;1332634;1332634;11116;5218
SaraBeautyCorner;115;10500000.0;1,978,289,144;340200.0;1,115;20328;20328;3202;4775
ChantellePaige;390;10400000.0;2,954,804,550;904800.0;2,474;29765;29765;4270;113
TheMetalwayS;11;10300000.0;50,154,067;605;166;366;366;1229;1537
Kurzgesagt;109;10100000.0;773,526,721;159200.0;759;229504;229504;2702;2181
zncoficial;115;9860000.0;5,852,781,450;8700000.0;3,932;860851;860851;10945;1030
RayWilliamJohnson;808;9770000.0;3,007,787,769;779900.0;1,197;1301417;1301417;107;2598
GlamLifeGuru;1,623;9730000.0;1,333,770,912;2900000.0;1,264;1397613;1397613;20363;17382
marquesbrownlee;1,164;9680000.0;1,554,467,938;2300000.0;1,358;3553435;3553435;46568;25595
noogai89;93;9610000.0;1,328,136,527;72600.0;116;26056;26056;599;459
LinusTechTips;4,776;9500000.0;3,057,566,342;867100.0;3,104;897936;897936;44302;3594
DALLMYD;499;9380000.0;940,820,788;334400.0;1,277;64464;64464;17993;20048
luzugames;2,512;9350000.0;1,598,228,315;2600000.0;1,507;3271016;3271016;17645;2333
LaurDIY;668;9060000.0;1,198,709,837;5100000.0;2,917;5979837;5979837;19976;57627
TheTop5ss;191;9030000.0;1,337,610,560;50800.0;65;17686;17686;1392;3587
RedeTVhdBrasil;24,327;8980000.0;5,558,843,186;850800.0;4,774;368245;368245;611852;4346
PrankvsPrank;255;10600000.0;2,109,777,607;1900000.0;1,066;1332634;1332634;11116;5218
LanaDelRey;22;8880000.0;711,948,560;15200000.0;540;9647491;9647491;244;795
familyfunpack;1,594;8850000.0;12,443,681,523;50200.0;191;14037;14037;9498;8844
JDCav24;1,064;8740000.0;1,299,484,968;1700000.0;867;41905;41905;1957;7
colinfurze;269;8560000.0;962,330,409;242600.0;970;46254;46254;4802;60
shane;1,696;23100000.0;5,366,326,990;11800000.0;4,512;9397643;9397643;32158;19435
OfficialNickIndia;1,352;8420000.0;2,747,794,303;27300.0;1,556;9486;9486;7210;251
YMWayneCarter;118;8380000.000000001;312,790,276;10700000.0;511;34484622;34484622;2068;21
cleanbandit;94;8350000.0;5,239,245,992;1200000.0;2,607;419736;419736;10421;6168
PlaticaPolinesa;14;8250000.0;206,463,954;6900000.0;881;2369854;2369854;6642;14462
TheMrkate;166;17700000.0;2,300,208,644;924800.0;4,960;85194;85194;20613;16078
novelasconmunecas;368;7910000.0;2,973,295,161;5,425;80;1218;1218;861;56
VSympathyV;3,815;62000000.0;16,280,230,142;62600.0;209;49842;49842;7095;21325
rebeccazamolo1;592;7810000.0;1,525,384,492;2500000.0;1,469;65272;65272;12521;22043
WWEFanNation;44,490;50800000.0;37,169,510,485;19500000.0;23700.0;10735141;10735141;238324;1328
simoneesimaria;185;7760000.0;703,523,782;13400000.0;4,888;686740;686740;19908;31152
CutiePieMarzia;6;7710000.0;21,470,208;7400000.0;2,011;4240046;4240046;3100;1393
WowweeUniverse;499;7650000.0;2,719,034,475;16300.0;203;6534;6534;2594;903
RaeSremmurd;38;7590000.0;19,709,205;6300000.0;1,847;786682;786682;14331;3840
TheABSCBNNews;110,516;7570000.0;5,149,322,477;1300000.0;8,047;6496875;6496875;730869;1021
officialjassrecords;3,144;7550000.0;2,550,559,091;40100.0;5,388;1241;1241;738;1
BibisBeautyPalace;2,515;7500000.0;883,598,253;6900000.0;1,517;2050907;2050907;11953;5424
GoldminesTelefilms;510;29300000.0;5,228,782,094;6,503;107;9296;9296;7138;654
WorkpointOfficial;38,337;26200000.0;22,109,941,787;956700.0;7,587;93911;93911;20085;1803
jpgameplayfull;2,558;7350000.0;2,430,704,718;128199.99999999999;42;32244;32244;14971;5368
dicasp;381;7260000.0;948,234,782;2900000.0;1,164;5663156;5663156;9190;13685
CutiePieMarzia;6;7710000.0;21,470,208;7400000.0;2,011;4240046;4240046;3100;1393
GoldminesTelefilms;510;29300000.0;5,228,782,094;6,503;107;9296;9296;7138;654
AleanaSanders;7;7230000.0;452,727,739;5,489;228;261;261;805;4
filmigaane;6,346;29400000.0;13,868,111,239;1,910;367;288;288;544;135
novelasconmunecas;368;7910000.0;2,973,295,161;5,425;80;1218;1218;861;56
Matthiasiam;832;7060000.0;1,774,316,909;254800.0;48;40401;40401;320;1618
gymvirtual;896;7030000.0;1,014,997,165;851000.0;411;82207;82207;6600;29043
MBCMASR;19,147;7020000.0;4,410,691,681;5900000.0;7,398;1517290;1517290;78311;16
ntvru;40,958;6970000.0;6,817,061,596;353400.0;7,218;1653680;1653680;226429;27
RapGeniusVideo;2,128;6920000.0;1,508,734,154;2400000.0;20300.0;1083272;1083272;32101;14379
eltreceok;96,075;6900000.0;6,653,740,183;3100000.0;20300.0;4146061;4146061;145913;1450
MRilakkuma;147;6880000.0;736,047,338;6400000.0;537;1308010;1308010;3207;2768
vat19com;1,411;6870000.0;5,724,464,209;240500.0;3,778;41121;41121;13562;5100
ABCNews;49,636;6840000.0;6,161,507,124;2000000.0;15000.0;458461;458461;34894;680
MadilynBailey;222;6790000.0;945,817,406;712500.0;1,319;193302;193302;25374;29335
smosh;1,085;25000000.0;9,061,909,396;2900000.0;1,992;2974096;2974096;44824;20121
h3h3Productions;319;6600000.0;1,365,581,534;2000000.0;747;2334453;2334453;7932;19615
Matthiasiam;832;7060000.0;1,774,316,909;254800.0;48;40401;40401;320;1618
OutLawzFR;680;6510000.0;1,849,199,948;3300000.0;2,150;954591;954591;14688;36595
Americanvogue;2,262;6500000.0;1,585,243,674;25300000.0;6,596;13756569;13756569;141223;5750
hacksoflifetv;535;6480000.0;2,153,919,809;7,504;798;1280;1280;520;306
CloeCouture;334;6220000.0;879,591,969;1000000.0;1,787;200244;200244;7267;3369
DisneyMusicVEVO;998;16399999.999999998;10,074,895,412;1700000.0;3,914;430524;430524;10187;1467
ijustine;1,849;6210000.0;1,108,229,641;1600000.0;5,783;1796689;1796689;52838;17886
MessYourself;867;6140000.0;1,876,265,619;239700.0;221;94329;94329;11416;4130
aajtaktv;95,008;23200000.0;6,340,948,497;2700000.0;11200.0;8553848;8553848;364564;16686
MBCTheVoiceShow;304;5980000.0;3,644,136,751;1000000.0;3,158;575842;575842;3088;14
euficoloko;898;11200000.0;1,001,423,923;7600000.0;1,366;4610970;4610970;4146;7327
yrf;3,739;25200000.0;13,340,892,741;1200000.0;7,475;3956561;3956561;20635;51
LanaDelRey;22;8880000.0;711,948,560;15200000.0;540;9647491;9647491;244;795
gregory1998gregory;160;5990000.0;250,238,074;3600000.0;483;52433;52433;468;760
teluguone;36,428;5800000.0;3,548,574,227;2,630;4,361;7985;7985;11636;21
MiniLaddd;1,319;5740000.0;1,349,633,442;1700000.0;866;1634298;1634298;64231;71
BibisBeautyPalace;2,515;7500000.0;883,598,253;6900000.0;1,517;2050907;2050907;11953;5424
SorteddTV;241;5680000.0;654,052,507;736400.0;4,123;10663;10663;6138;1627
TheMrkate;166;17700000.0;2,300,208,644;924800.0;4,960;85194;85194;20613;16078
shrutiarjunanand;771;5610000.0;866,472,081;218500.0;2,313;5156;5156;2256;287
ItsLance210;1,028;5580000.0;1,417,727,548;5000000.0;549;851978;851978;14867;53104
RaeSremmurd;38;7590000.0;19,709,205;6300000.0;1,847;786682;786682;14331;3840
gregory1998gregory;160;5990000.0;250,238,074;3600000.0;483;52433;52433;468;760
Cronosplays;2,838;5490000.0;770,881,814;335200.0;490;127916;127916;33638;1223
VSympathyV;3,815;62000000.0;16,280,230,142;62600.0;209;49842;49842;7095;21325
dinosaurjnr;--;5450000.0;--;114600.0;316;72996;72996;1895;263
filmigaane;6,346;29400000.0;13,868,111,239;1,910;367;288;288;544;135
GoldminesTelefilms;510;29300000.0;5,228,782,094;6,503;107;9296;9296;7138;654
AruanHF;602;5360000.0;305,861,577;1600000.0;230;639092;639092;27810;5529
machinegunkellyAK;195;5330000.0;733,093,948;5300000.0;5,237;1305158;1305158;30782;3701
BanderitaX;979;5300000.0;982,379,773;1400000.0;65;229288;229288;9364;1590
byViruZz;172;5230000.0;365,776,678;1500000.0;115;965704;965704;3731;43526
kontor;2,010;5220000.0;5,067,295,251;59500.0;3,849;15313;15313;6571;292
GameGrumps;7,005;5190000.0;5,121,375,111;1200000.0;2,682;2295314;2295314;11977;4880
SrtaLynaV;3,135;5190000.0;2,078,189,246;588600.0;348;200623;200623;19162;22393
Matroix;3,305;16500000.0;4,784,519,044;2600000.0;692;2487309;2487309;54976;55698
novelasconmunecas;368;7910000.0;2,973,295,161;5,425;80;1218;1218;861;56
gabrielaroficial;230;5130000.0;745,857,206;4400000.0;2,951;295593;295593;20530;537
GamingWithJen;456;5110000.0;997,525,577;893100.0;128;289788;289788;1853;261
News24page;57,311;5110000.0;1,085,332,857;159300.0;4,167;193570;193570;407759;460
byViruZz;172;5230000.0;365,776,678;1500000.0;115;965704;965704;3731;43526
voneent;429;5060000.0;1,431,828,829;1,520;1,964;702;702;4078;257
mnetMPD;9,445;5030000.0;2,744,824,123;33000.0;98;948663;948663;14564;623
CasalDeNerd;2,943;5020000.0;1,450,398,180;911100.0;920;438520;438520;51890;1652
DesiignerVEVO;35;5010000.0;649,974,278;2500000.0;4;1542431;1542431;7430;17694
lovemspenny;115;5010000.0;2,413,799,226;1000000.0;6,364;1075569;1075569;17138;10359
blndsundoll4mj;2,465;4920000.0;1,696,098,474;2400000.0;8,392;660433;660433;76648;9757
YMWayneCarter;118;8380000.000000001;312,790,276;10700000.0;511;34484622;34484622;2068;21
MisterCrainer;2,394;4890000.0;1,070,335,951;314200.0;941;284847;284847;11319;5473
TheMusicalhaneentv;1,143;4880000.0;1,766,937,045;25100.0;529;327;327;7;17
WORLDOFDANCETOUR;6,638;4880000.0;1,028,545,912;1400000.0;5,260;181826;181826;30005;3112
elmundoDKBza;1,025;4860000.0;765,329,826;150600.0;586;29331;29331;2687;1062
childishgambinoch;6;4820000.0;57,725,625;3700000.0;10;2422434;2422434;19;1
NurseryRhymeCorner;--;4810000.0;--;5,253;59;744;744;128;36
Clocraft;889;4810000.0;386,045,648;455400.0;259;153209;153209;136270;21250
MBCTheVoiceShow;304;5980000.0;3,644,136,751;1000000.0;3,158;575842;575842;3088;14
falloutboy;52;4780000.0;44,132,193;3000000.0;1,610;3234290;3234290;5014;1384
robberthardwell;873;4760000.0;952,513,287;5400000.0;2,586;7639894;7639894;12120;7058
Aylingater77;165;4730000.0;571,807,849;12500.0;187;34827;34827;3001;5246
aanandaaudio;3,822;4690000.0;2,674,292,782;38100.0;4,972;58374;58374;12944;371
therock;195;4640000.0;241,269,728;162500000.0;4,611;14013982;14013982;23935;287
vcsabiagames;200;4620000.0;98,964,321;2300000.0;846;982306;982306;15739;3475
jacksepticeye;4,327;23000000.0;11,776,537,843;6500000.0;974;5639823;5639823;11634;46653
testedcom;3,986;4570000.0;843,927,882;165100.0;672;81565;81565;20016;1494
warnermusiclatina;555;4530000.0;3,161,078,267;93000.0;4,163;93171;93171;11203;1378
benphillipsuk;567;4430000.0;1,072,980,004;1800000.0;1,407;652987;652987;5991;21048
TheDankev1;510;4420000.0;762,857,003;5,618;32;13777;13777;1043;4083
MrBeast6000;712;25800000.0;3,810,015,332;6200000.0;115;4365324;4365324;2723;27545
NicoleSky123;504;4410000.0;608,706,840;193600.0;2,157;23285;23285;5433;6694
GoldminesTelefilms;510;29300000.0;5,228,782,094;6,503;107;9296;9296;7138;654
NessieJudge;372;4380000.0;443,808,139;656400.0;1,101;124221;124221;5395;1476
YouAreCreators;266;4360000.0;255,835,358;187500.0;5,223;4699;4699;9201;14
sabrinastar99;159;4350000.0;91,648,056;19700000.0;1,216;1416442;1416442;13979;21298
djzoi0;392;11300000.0;740,463,719;2600000.0;1,638;286012;286012;6175;6453
majesticcasual;1,993;4280000.0;1,847,265,901;85800.0;957;71570;71570;4931;7872
MultiGaming01;357;4270000.0;669,067,122;958100.0;148;292247;292247;10766;6687
apinternational;21,551;4240000.0;2,706,416,011;1,228;343;7352;7352;13630;250
marcanthony;44;4230000.0;191,135,572;10400000.0;2,172;11321960;11321960;7014;871
LordeMusic;2;4220000.0;99,014,130;6300000.0;3;7602714;7602714;2;1732
t1GGEEr;204;4210000.0;341,812,135;834000.0;54;9814;9814;261;107
kylehanagami;137;4210000.0;679,577,140;921600.0;227;101601;101601;19371;5573
dimitrivegasonline;381;4190000.0000000005;1,061,095,379;4200000.0;2,664;1141919;1141919;17991;5738
LloydCafeCadena2;499;4139999.9999999995;348,422,321;1000000.0;2,310;897827;897827;95391;37997
MrBeast6000;712;25800000.0;3,810,015,332;6200000.0;115;4365324;4365324;2723;27545
jcolemusic;45;4120000.0;170,262,268;5000000.0;16;13308147;13308147;2805;237
penguinz0;2,110;4110000.0000000005;1,373,726,370;258899.99999999997;134;503574;503574;2138;10
GoldminesTelefilms;510;29300000.0;5,228,782,094;6,503;107;9296;9296;7138;654
RedbullOficialGallos;2,746;4090000.0;777,866,670;3000000.0;1,995;381417;381417;17414;17472
Zangado;1,257;4080000.0;522,058,358;276100.0;448;494060;494060;4504;43
FootballTricksES;589;4059999.9999999995;431,545,855;275800.0;939;100130;100130;11071;43679
postmalone;30;15900000.0;1,397,826,697;18800000.0;925;5581400;5581400;7747;18017
adultswim;9,103;4030000.0000000005;2,913,534,570;1500000.0;2,462;734817;734817;8038;2650
AlisonisCrafty;33;4030000.0000000005;799,262,264;127400.0;3,881;3340;3340;5458;96
russianstandup;938;4030000.0000000005;895,838,691;942600.0;190;553135;553135;981;16
greenday;175;4019999.9999999995;2,121,088,260;2700000.0;502;5076893;5076893;2162;432
DaddyYankeeOFFTV;349;25800000.0;9,374,163,510;34900000.0;4,761;12514509;12514509;21665;17313
DisneyPixar;556;3990000.0;1,869,284,261;6200000.0;2,235;11575411;11575411;7709;55
TheGamingLemon;686;3930000.0;665,680,961;162400.0;554;271622;271622;6222;12343
desconfinados;380;3930000.0;710,888,888;233300.0;734;12028;12028;4185;8
ChristinaAguilera;52;3930000.0;87,886,857;6400000.0;406;17030279;17030279;1906;1304
ArjonaOficial;180;3920000.0;1,418,235,063;3600000.0;1,677;10519080;10519080;3982;89
aajtaktv;95,008;23200000.0;6,340,948,497;2700000.0;11200.0;8553848;8553848;364564;16686
BBCArabicNews;28,671;3920000.0;1,212,155,578;1200000.0;2,325;6676482;6676482;121955;163
DALLMYD;499;9380000.0;940,820,788;334400.0;1,277;64464;64464;17993;20048
kandeejohnson;630;3900000.0;452,485,018;1800000.0;2,697;778991;778991;25940;27426
Maangchi;382;3880000.0;424,239,460;161900.0;623;23250;23250;12074;8135
MattyBVlogs;482;3870000.0;1,186,136,367;3600000.0;1,182;854773;854773;10857;331
Nancyajramworld;246;3830000.0;1,254,176,439;23600000.0;3,492;13946530;13946530;19541;6357
DisneyMusicVEVO;998;16399999.999999998;10,074,895,412;1700000.0;3,914;430524;430524;10187;1467
simoneesimaria;185;7760000.0;703,523,782;13400000.0;4,888;686740;686740;19908;31152
ArcadeCloud;394;3770000.0;1,158,926,513;2,537;158;2507;2507;1865;1256
RotonMusicTV;1,425;3760000.0;3,725,353,957;43400.0;4,165;23007;23007;7077;11
VSympathyV;3,815;62000000.0;16,280,230,142;62600.0;209;49842;49842;7095;21325
memeulous;411;3730000.0;800,161,953;1,269;0;577910;577910;15205;8508
LaGarenneSchool;600;3730000.0;1,073,232,499;2,213;2,031;281;281;342;34
rebeccazamolo1;592;7810000.0;1,525,384,492;2500000.0;1,469;65272;65272;12521;22043
falloutboy;52;4780000.0;44,132,193;3000000.0;1,610;3234290;3234290;5014;1384
TiiwTiiwOfficiel;31;3670000.0;992,716,030;646000.0;178;905;905;16;354
aymaneserhani;28;3630000.0;865,889,515;1300000.0;1;13356;13356;8586;3962
DALLMYD;499;9380000.0;940,820,788;334400.0;1,277;64464;64464;17993;20048
dalvin540;655;3640000.0;482,946,896;3,243;48;46649;46649;36036;8663
novelasconmunecas;368;7910000.0;2,973,295,161;5,425;80;1218;1218;861;56
AaronEsser;247;3620000.0;1,179,212,159;27600.0;331;1941;1941;1770;5685
woopgang;185;3620000.0;638,006,803;135300.0;74;570630;570630;867;590
TheMrkate;166;17700000.0;2,300,208,644;924800.0;4,960;85194;85194;20613;16078
VSympathyV;3,815;62000000.0;16,280,230,142;62600.0;209;49842;49842;7095;21325
canalinutilismo;326;3600000.0;346,953,350;1200000.0;919;509043;509043;25205;7967
DOSEofFOUSEY;526;3600000.0;556,133,442;3100000.0;126;1141847;1141847;544;2958
WowweeUniverse;499;7650000.0;2,719,034,475;16300.0;203;6534;6534;2594;903
WaltDisneyStudiosFR;2,554;3590000.0;2,655,075,506;448100.0;1,829;695707;695707;42352;1009
LordeMusic;2;4220000.0;99,014,130;6300000.0;3;7602714;7602714;2;1732
gootmusic;155;3590000.0;744,677,028;172600.0;403;222695;222695;5379;190
toptenznet;865;3580000.0;1,209,937,999;4,515;462;8139;8139;13087;239
GoldminesTelefilms;510;29300000.0;5,228,782,094;6,503;107;9296;9296;7138;654
Paluten;5,240;3510000.0;2,455,108,438;1500000.0;124;1090784;1090784;6191;14746
ghostrascal;266;3510000.0;488,298,235;786700.0;475;176732;176732;61017;59400
Russia24TV;156,970;3500000.0;3,647,660,621;711600.0;9,863;3154199;3154199;327356;256
RovioMobile;1,919;3480000.0;4,388,970,853;203900.0;1,232;591003;591003;83955;10398
WowweeUniverse;499;7650000.0;2,719,034,475;16300.0;203;6534;6534;2594;903
0SenMari0;303;3450000.0;425,660,614;2500000.0;978;411712;411712;4033;1312
LaChaineDeJeremy;89;3440000.0;379,613,534;906900.0;392;845171;845171;5376;7877
budhasubbamusic;7,796;3420000.0;1,415,942,932;1,131;8;6732;6732;19238;29
iJeanL;2,190;3420000.0;822,045,603;214400.0;18;174942;174942;3232;2263
marmarchanmar;957;3400000.0;702,279,986;182500.0;532;56792;56792;8013;283
