TheGamingTerroriser;1,258;3380000.0;470,216,296;1100000.0;560;1172758;1172758;30324;5804
MACcosmetics;504;3380000.0;1,222,410,891;23100000.0;7,588;1578737;1578737;52507;4450
twochainztv;207;3350000.0;116,289,005;52;6;700;700;5718;38
LiverpoolFC;1,074;3340000.0;530,086,357;21300000.0;10300.0;12989032;12989032;84321;10258
SophiaGraceBrownlee;126;3340000.0;770,079,223;1400000.0;74;241724;241724;9939;5331
whoisjimmy;258;5500000.0;832,954,224;477900.0;834;22192;22192;5566;7865
supermarioglitchy4;536;3330000.0;1,437,821,041;91100.0;563;73625;73625;1407;2997
Duniati;1,483;3320000.0;258,583,023;293800.0;3,713;15902;15902;21666;2117
KillerCreeper55;916;3320000.0;614,679,888;29700.0;249;284769;284769;46536;17556
ZerkaaPlays;1,574;3320000.0;531,374,100;1700000.0;557;1465462;1465462;92409;2734
WowweeUniverse;499;7650000.0;2,719,034,475;16300.0;203;6534;6534;2594;903
practicalfolks;395;3310000.0;893,047,326;3,970;161;7356;7356;7969;25086
amrdiab;133;3300000.0;724,065,878;10200000.0;744;10209027;10209027;2785;15
fastandfuriousmovie;1,842;3290000.0;1,569,459,731;3600000.0;847;1143938;1143938;16037;463
RandonsPlays;1,769;3280000.0;393,767,201;150500.0;210;764939;764939;14602;4270
DvLZStaTioN;2,909;3280000.0;496,769,919;1000000.0;1,082;275130;275130;37080;2974
xbox;7,153;3270000.0;714,438,700;9600000.0;656;13650553;13650553;254015;3077
BeINsportUSA;1,357;3270000.0;195,592,858;409600.0;3,769;356292;356292;99125;6931
WowweeUniverse;499;7650000.0;2,719,034,475;16300.0;203;6534;6534;2594;903
GlitterForever17;489;3260000.0;427,752,964;136400.0;2,729;37583;37583;128;5058
PinoyBigBrotherABS;5,325;3260000.0;1,663,505,545;176;0;1797413;1797413;113236;4464
XFitDaily;643;3240000.0;475,485,880;9,168;21;7375;7375;377;17
GadgetGaul;689;3230000.0;522,632,494;98100.0;2,889;85797;85797;65683;243
filmigaane;6,346;29400000.0;13,868,111,239;1,910;367;288;288;544;135
TenSecondSongs;70;3210000.0;205,660,963;79600.0;1,532;30483;30483;3134;3861
xTiiGeIR;578;3190000.0;403,495,480;878300.0;396;179415;179415;29151;10758
dzharakhov;188;3190000.0;243,314,273;2100000.0;2,136;1246678;1246678;26212;4612
AutoTrader;445;3180000.0;880,629,652;20200.0;1,209;87250;87250;16014;4317
OfficialCallux;252;3160000.0;453,489,962;1100000.0;132;1072485;1072485;22295;14346
SaraBeautyCorner;115;10500000.0;1,978,289,144;340200.0;1,115;20328;20328;3202;4775
Thesyndiconproject;494;3150000.0;283,334,568;43600.0;22;39472;39472;2605;1972
15lalitshokeen;194;3110000.0;573,075,860;307700.0;1,749;10183;10183;2409;1365
vctrinity;1,032;3100000.0;1,831,652,870;95000.0;4,470;103945;103945;40241;409
DuncanStrength;307;3100000.0;536,505,087;408200.0;73;14730;14730;42;70
MrMccruddenmichael;1,756;3090000.0;830,206,218;89200.0;2,830;20200;20200;8576;42007
zeemusicmarathi;1,661;3080000.0;1,283,011,509;2,287;445;3391;3391;2819;210
starwars;1,238;3070000.0;989,571,394;11700000.0;3,548;4223014;4223014;36529;29665
petrosipov1;1,867;3060000.0;677,520,419;305600.0;3,583;10604;10604;2420;178
WorldStarHipHopTV;4,515;22300000.0;14,262,130,774;22100000.0;77000.0;3967567;3967567;28431;231
PopppDivaaa;326;3060000.0;356,921,302;825100.0;1,188;87914;87914;12278;18498
CaliyElDandeeVEVO;--;3050000.0;--;905200.0;878;341420;341420;14957;1097
omarfaroo8;140;3040000.0;281,286,110;1400000.0;2,108;159258;159258;1529;900
DesiignerVEVO;35;5010000.0;649,974,278;2500000.0;4;1542431;1542431;7430;17694
XXLMagazine;1,460;3020000.0;729,471,742;4800000.0;16200.0;2441811;2441811;219451;3233
keeplatoo;336;3000000.0;328,186,218;1400000.0;1,319;684010;684010;19325;16070
Perfectlaughstv;342;2990000.0;352,805,640;1700000.0;80;289207;289207;3535;11273
jackfrags;2,371;2980000.0;948,135,067;27500.0;149;239989;239989;14691;826
KathyPiink1;1,238;2980000.0;409,204,953;829400.0;3,433;14924;14924;18710;777
BeFit;1,057;2970000.0;258,090,933;34000.0;880;3556;3556;327;258
WatchMojo;17,367;21500000.0;12,764,424,681;184800.0;1,796;54381;54381;46097;5230
CorridorDigital;182;7020000.0;1,207,810,533;250700.0;424;156435;156435;11856;1424
WorldStarHipHopTV;4,515;22300000.0;14,262,130,774;22100000.0;77000.0;3967567;3967567;28431;231
IISuperwomanII;780;14900000.0;3,184,837,900;9100000.0;4,350;5793138;5793138;40463;8976
SwagyTracks;1,823;2900000.0;1,557,985,425;3,317;21;13639;13639;3298;1297
noisey;1,832;2880000.0;1,107,290,877;402400.0;5,367;464490;464490;98262;3315
KianAndJc;759;5280000.0;3,183,803,328;3400000.0;2,137;6796840;6796840;39594;5617
eringator1;128;2880000.0;123,991,408;11100.0;839;1535;1535;3123;3105
ItsKingsleyBitch;3;2870000.0;388,618;412500.0;139;765615;765615;1274;30333
Ashstudio7HD;458;2870000.0;655,722,364;104500.0;2,282;6405;6405;11798;9159
tovelomusic;28;2870000.0;7,453,470;1700000.0;2,543;386734;386734;4244;3367
SebastianYatra;63;12000000.0;467,962,223;19300000.0;5,161;534297;534297;11184;3893
TwiNboTzVids;519;17900000.0;4,449,397,927;3300000.0;465;583128;583128;14931;6218
potemi926;1,313;2860000.0;6,230,450,189;69000.0;1,455;22016;22016;13208;14080
archanaskitchen;1,212;2860000.0;524,535,656;274000.0;4,175;12198;12198;11934;9938
novelasconmunecas;368;7910000.0;2,973,295,161;5,425;80;1218;1218;861;56
TrapstepNetwork;1,623;2850000.0;722,812,777;6,479;1;9527;9527;8562;25826
LinusTechTips;4,776;9500000.0;3,057,566,342;867100.0;3,104;897936;897936;44302;3594
WaltDisneyStudiosLA;911;2840000.0;1,671,368,314;2900000.0;2,404;228306;228306;7752;101
adiperdanaful;117;2820000.0;129,902,517;112900.0;806;1074;1074;19674;67
NobrezaGameplay;413;2820000.0;242,351,317;43100.0;162;42232;42232;1635;2872
indohitsrecords;906;2820000.0;856,437,973;46300.0;1,494;70839;70839;15102;136
AmusementForce;7,160;5910000.0;3,727,387,465;1700000.0;557;1261;1261;6928;2
elmayo97;973;2810000.0;312,465,069;133200.0;71;102283;102283;25700;16140
lRAlKAN;1,591;2800000.0;752,978,452;983800.0;181;181200;181200;24438;1858
DeathEather14;403;2800000.0;525,029,611;619000.0;539;2680;2680;6;14
FollowTheGamer;2,019;2790000.0;661,295,361;674900.0;601;1446967;1446967;70117;7869
wwwboyinabandcom;562;2760000.0;277,609,358;217900.0;159;226653;226653;4001;1625
uFoneTV;871;2760000.0;750,534,384;1200000.0;686;30114;30114;294;69
adoradoresnanet;103;2750000.0;170,560,215;134600.0;1,481;691;691;5655;347
feliz599;242;2730000.0;116,761,437;881300.0;255;21090;21090;15140;7338
Letupita725HD;2,197;2730000.0;3,895,461,430;386;25;2391;2391;17654;2458
chaosxsilencer;5,957;2720000.0;742,119,716;126100.0;5,426;455539;455539;125162;12350
Vsauce;--;29700000.0;--;544600.0;997;1162037;1162037;6045;14792
FathersAreTheCurse;--;2710000.0;--;86000.0;127;54214;54214;77693;3081
canaldanexus;4,836;2700000.0;466,257,479;105800.0;850;82525;82525;99906;574
WowweeUniverse;499;7650000.0;2,719,034,475;16300.0;203;6534;6534;2594;903
JayLenosGarage;711;2690000.0;533,712,278;1000000.0;1,642;125593;125593;5166;5952
Divgazgolder;1,685;3610000.0;1,115,000,856;549200.0;5,245;10865;10865;7197;3
JoeySalads;304;2690000.0;515,999,379;368800.0;1,535;146167;146167;27742;61589
ONEOKROCKchannel;75;2690000.0;890,930,966;1400000.0;472;1609633;1609633;1519;63
riyadrzq;803;2680000.0;2,131,426,905;7,317;502;170;170;18;4
nickelbacktv;90;2670000.0;1,670,517,975;696600.0;382;749590;749590;14298;12882
ShadowOwnedBackup;418;2670000.0;395,198,921;506300.0;85;30897;30897;2447;1563
list25;1,751;2660000.0;686,562,683;18500.0;1,919;14764;14764;20867;2525
TimatiOfficial;500;2660000.0;1,437,640,569;14400000.0;3,872;981160;981160;7329;27
Spoontamer;231;2650000.0;299,409,502;1400000.0;1,933;1181351;1181351;14599;2347
movieclips;34,507;30900000.0;28,854,173,940;47200.0;723;43182;43182;18077;2164
marcosaba360;1,971;2640000.0;216,078,893;3,862;4;99;99;3163;27
WowweeUniverse;499;7650000.0;2,719,034,475;16300.0;203;6534;6534;2594;903
luix1227;1;2620000.0;16,374;321500.0;2;530082;530082;267;17506
AnnaAkana;325;2610000.0;308,855,539;448900.0;1,599;187760;187760;2156;17463
iBlali;451;2610000.0;639,566,702;1200000.0;1,120;1488851;1488851;13921;11344
Hines382;187;2600000.0;277,502,774;332900.0;3,583;6525;6525;2685;8
marcanthony;44;4230000.0;191,135,572;10400000.0;2,172;11321960;11321960;7014;871
elquintoescalon;1,489;2600000.0;500,664,262;702500.0;1,234;122263;122263;11386;84
LlegaExperimentos;353;2590000.0;356,127,878;22200.0;1,362;46609;46609;7813;11387
TheOckShow;47;2590000.0;384,950,128;53200.0;161;21669;21669;1299;233
JakePaulProductions;835;19700000.0;6,265,232,880;12600000.0;966;3696979;3696979;10518;8372
SrtaLynaV;3,135;5190000.0;2,078,189,246;588600.0;348;200623;200623;19162;22393
GastroMstr;176;2570000.0;211,432,968;224300.0;248;42918;42918;7681;18595
VH1;4,123;2560000.0;1,566,599,953;777400.0;10100.0;1293426;1293426;89600;9004
nednow54;328;2560000.0;610,002,597;66;0;327;327;1417;967
filmigaane;6,346;29400000.0;13,868,111,239;1,910;367;288;288;544;135
simplynessa15;828;2550000.0;256,239,750;598200.0;728;164170;164170;23247;8224
ChristinaAguilera;52;3930000.0;87,886,857;6400000.0;406;17030279;17030279;1906;1304
esttikSP;326;2540000.0;242,296,058;268200.0;685;28914;28914;18653;5780
AssociatedPress;73,131;2520000.0;1,019,645,902;395300.0;1,479;9;9;4;2
werecordsgmm;270;2510000.0;1,257,909,028;11000.0;1,918;5793;5793;6969;4
Vsauce;--;29700000.0;--;544600.0;997;1162037;1162037;6045;14792
madhura94;649;2480000.0;361,827,307;76300.0;521;2472;2472;705;254
SaraBeautyCorner;115;10500000.0;1,978,289,144;340200.0;1,115;20328;20328;3202;4775
allahyahdiik;191;2470000.0;247,114,685;2200000.0;971;11382;11382;29;1
mcbelinhofunkdocurt1;89;2470000.0;127,002,057;6400000.0;1,223;21691;21691;1918;1010
TVSmeshariki;835;2470000.0;3,310,029,653;24500.0;663;1337;1337;5824;1
IdunnGoddess;301;2460000.0;419,883,429;37500.0;667;10053;10053;4653;4062
TheWarpZone;668;2460000.0;744,609,130;87900.0;906;45343;45343;6250;2117
MyHarto;688;2450000.0;328,765,300;1200000.0;3,515;1036159;1036159;22994;29804
machinegunkellyAK;195;5330000.0;733,093,948;5300000.0;5,237;1305158;1305158;30782;3701
luzugames;2,512;9350000.0;1,598,228,315;2600000.0;1,507;3271016;3271016;17645;2333
aajtaktv;95,008;23200000.0;6,340,948,497;2700000.0;11200.0;8553848;8553848;364564;16686
KassemG;482;2440000.0;454,356,429;115100.0;933;279461;279461;10207;3639
filmigaane;6,346;29400000.0;13,868,111,239;1,910;367;288;288;544;135
MinxLaura123;182;2430000.0;487,207,758;5,309;8,310;3882;3882;31030;40347
whinderssonnunes;373;37500000.0;3,142,252,711;36000000.0;2,257;13084056;13084056;1594;1705
TwiinsCuliacanTv;5,734;2420000.0;1,806,915,602;354;118;59002;59002;90545;1347
TheHighlightsMatches;298;2420000.0;198,616,751;1600000.0;141;9180;9180;464;247
jeitodematoproducoes;60;2420000.0;741,588;4000000.0;2,710;4590060;4590060;3610;953
monsterenergy;623;2420000.0;397,700,677;6200000.0;5,272;3144301;3144301;17675;12909
MAGAZINELUIZACOM;751;2410000.0;676,549,946;2400000.0;993;415957;415957;92135;4224
eugeniacooney;420;2410000.0;230,791,394;887000.0;1,765;365385;365385;52772;26460
KyleExumTV;67;2410000.0;225,264,519;249200.0;168;6555;6555;948;1274
AlRuya;500;2410000.0;103,184,492;2800000.0;6,498;1584690;1584690;26621;3538
nyuualiaslucy;1,390;2410000.0;1,558,216,956;13700.0;23;10828;10828;958;745
sabrinastar99;159;4350000.0;91,648,056;19700000.0;1,216;1416442;1416442;13979;21298
bicboyGaming;253;2390000.0;317,805,874;78500.0;36;109049;109049;14578;36996
EntertainmentTonight;27,379;2390000.0;2,127,502,275;1800000.0;15000.0;1563129;1563129;128785;13831
